MESS_DATUM;FG_LBERGWh
1990012201;0
1990012202;0
1990012203;0
1990012204;0
1990012205;0
1990012206;0
1990012207;0
1990012208;47.2
1990012209;105.6
1990012210;94.4
1990012211;55.6
1990012212;55.6
1990012213;27.8
1990012214;19.4
1990012215;5.6
1990012216;0
1990012217;0
1990012218;0
1990012219;0
1990012220;0
1990012221;0
1990012222;0
1990012223;0
1990012300;0
1990012301;0
1990012302;0
1990012303;0
1990012304;0
1990012305;0
1990012306;0
1990012307;0
1990012308;63.9
1990012309;133.3
1990012310;86.1
1990012311;86.1
1990012312;50
1990012313;27.8
1990012314;8.3
1990012315;2.8
1990012316;0
1990012317;0
1990012318;0
1990012319;0
1990012320;0
1990012321;0
1990012322;0
1990012323;0
1990012400;0
1990012401;0
1990012402;0
1990012403;0
1990012404;0
1990012405;0
1990012406;0
1990012407;2.8
1990012408;27.8
1990012409;75
1990012410;177.8
1990012411;211.1
1990012412;152.8
1990012413;36.1
1990012414;27.8
1990012415;11.1
1990012416;5.6
1990012417;0
1990012418;0
1990012419;0
1990012420;0
1990012421;0
1990012422;0
1990012423;0
1990012500;0
1990012501;0
1990012502;0
1990012503;0
1990012504;0
1990012505;0
1990012506;0
1990012507;2.8
1990012508;11.1
1990012509;30.6
1990012510;33.3
1990012511;19.4
1990012512;22.2
1990012513;13.9
1990012514;19.4
1990012515;5.6
1990012516;0
1990012517;0
1990012518;0
1990012519;0
1990012520;0
1990012521;0
1990012522;0
1990012523;0
1990012600;0
1990012601;0
1990012602;0
1990012603;0
1990012604;0
1990012605;0
1990012606;0
1990012607;2.8
1990012608;16.7
1990012609;50
1990012610;69.4
1990012611;105.6
1990012612;83.3
1990012613;38.9
1990012614;38.9
1990012615;16.7
1990012616;0
1990012617;0
1990012618;0
1990012619;0
1990012620;0
1990012621;0
1990012622;0
1990012623;0
1990012700;0
1990012701;0
1990012702;0
1990012703;0
1990012704;0
1990012705;0
1990012706;0
1990012707;0
1990012708;13.9
1990012709;27.8
1990012710;44.4
1990012711;111.1
1990012712;161.1
1990012713;247.2
1990012714;77.8
1990012715;52.8
1990012716;5.6
1990012717;0
1990012718;0
1990012719;0
1990012720;0
1990012721;0
1990012722;0
1990012723;0
1990012800;0
1990012801;0
1990012802;0
1990012803;0
1990012804;0
1990012805;0
1990012806;0
1990012807;2.8
1990012808;16.7
1990012809;36.1
1990012810;69.4
1990012811;69.4
1990012812;66.7
1990012813;44.4
1990012814;36.1
1990012815;22.2
1990012816;2.8
1990012817;0
1990012818;0
1990012819;0
1990012820;0
1990012821;0
1990012822;0
1990012823;0
1990012900;0
1990012901;0
1990012902;0
1990012903;0
1990012904;0
1990012905;0
1990012906;0
1990012907;5.6
1990012908;55.6
1990012909;119.4
1990012910;269.4
1990012911;300
1990012912;291.7
1990012913;269.4
1990012914;166.7
1990012915;66.7
1990012916;8.3
1990012917;0
1990012918;0
1990012919;0
1990012920;0
1990012921;0
1990012922;0
1990012923;0
1990013000;0
1990013001;0
1990013002;0
1990013003;0
1990013004;0
1990013005;0
1990013006;0
1990013007;2.8
1990013008;38.9
1990013009;80.6
1990013010;238.9
1990013011;291.7
1990013012;147.2
1990013013;77.8
1990013014;44.4
1990013015;30.6
1990013016;5.6
1990013017;0
1990013018;0
1990013019;0
1990013020;0
1990013021;0
1990013022;0
1990013023;0
1990013100;0
1990013101;0
1990013102;0
1990013103;0
1990013104;0
1990013105;0
1990013106;0
1990013107;2.8
1990013108;30.6
1990013109;113.9
1990013110;161.1
1990013111;169.4
1990013112;155.6
1990013113;122.2
1990013114;116.7
1990013115;44.4
1990013116;5.6
1990013117;0
1990013118;0
1990013119;0
1990013120;0
1990013121;0
1990013122;0
1990013123;0
1990020100;0
1990020101;0
1990020102;0
1990020103;0
1990020104;0
1990020105;0
1990020106;0
1990020107;5.6
1990020108;58.3
1990020109;119.4
1990020110;158.3
1990020111;191.7
1990020112;169.4
1990020113;225
1990020114;205.6
1990020115;88.9
1990020116;11.1
1990020117;0
1990020118;0
1990020119;0
1990020120;0
1990020121;0
1990020122;0
1990020123;0
1990020200;0
1990020201;0
1990020202;0
1990020203;0
1990020204;0
1990020205;0
1990020206;0
1990020207;2.8
1990020208;11.1
1990020209;25
1990020210;33.3
1990020211;52.8
1990020212;194.4
1990020213;175
1990020214;88.9
1990020215;94.4
1990020216;11.1
1990020217;0
1990020218;0
1990020219;0
1990020220;0
1990020221;0
1990020222;0
1990020223;0
1990020300;0
1990020301;0
1990020302;0
1990020303;0
1990020304;0
1990020305;0
1990020306;0
1990020307;11.1
1990020308;61.1
1990020309;108.3
1990020310;119.4
1990020311;94.4
1990020312;44.4
1990020313;38.9
1990020314;38.9
1990020315;13.9
1990020316;5.6
1990020317;0
1990020318;0
1990020319;0
1990020320;0
1990020321;0
1990020322;0
1990020323;0
1990020400;0
1990020401;0
1990020402;0
1990020403;0
1990020404;0
1990020405;0
1990020406;0
1990020407;11.1
1990020408;88.9
1990020409;200
1990020410;236.1
1990020411;300
1990020412;327.8
1990020413;250
1990020414;138.9
1990020415;69.4
1990020416;16.7
1990020417;0
1990020418;0
1990020419;0
1990020420;0
1990020421;0
1990020422;0
1990020423;0
1990020500;0
1990020501;0
1990020502;0
1990020503;0
1990020504;0
1990020505;0
1990020506;0
1990020507;16.7
1990020508;113.9
1990020509;225
1990020510;313.9
1990020511;361.1
1990020512;361.1
1990020513;313.9
1990020514;222.2
1990020515;105.6
1990020516;16.7
1990020517;0
1990020518;0
1990020519;0
1990020520;0
1990020521;0
1990020522;0
1990020523;0
1990020600;0
1990020601;0
1990020602;0
1990020603;0
1990020604;0
1990020605;0
1990020606;0
1990020607;19.4
1990020608;122.2
1990020609;241.7
1990020610;330.6
1990020611;377.8
1990020612;375
1990020613;322.2
1990020614;230.6
1990020615;111.1
1990020616;16.7
1990020617;0
1990020618;0
1990020619;0
1990020620;0
1990020621;0
1990020622;0
1990020623;0
1990020700;0
1990020701;0
1990020702;0
1990020703;0
1990020704;0
1990020705;0
1990020706;0
1990020707;25
1990020708;94.4
1990020709;197.2
1990020710;186.1
1990020711;144.4
1990020712;158.3
1990020713;183.3
1990020714;94.4
1990020715;33.3
1990020716;2.8
1990020717;0
1990020718;0
1990020719;0
1990020720;0
1990020721;0
1990020722;0
1990020723;0
1990020800;0
1990020801;0
1990020802;0
1990020803;0
1990020804;0
1990020805;0
1990020806;0
1990020807;8.3
1990020808;33.3
1990020809;50
1990020810;152.8
1990020811;88.9
1990020812;77.8
1990020813;50
1990020814;63.9
1990020815;69.4
1990020816;13.9
1990020817;0
1990020818;0
1990020819;0
1990020820;0
1990020821;0
1990020822;0
1990020823;0
1990020900;0
1990020901;0
1990020902;0
1990020903;0
1990020904;0
1990020905;0
1990020906;0
1990020907;13.9
1990020908;66.7
1990020909;97.2
1990020910;105.6
1990020911;119.4
1990020912;133.3
1990020913;111.1
1990020914;58.3
1990020915;50
1990020916;13.9
1990020917;0
1990020918;0
1990020919;0
1990020920;0
1990020921;0
1990020922;0
1990020923;0
1990021000;0
1990021001;0
1990021002;0
1990021003;0
1990021004;0
1990021005;0
1990021006;0
1990021007;27.8
1990021008;97.2
1990021009;241.7
1990021010;288.9
1990021011;227.8
1990021012;225
1990021013;172.2
1990021014;113.9
1990021015;63.9
1990021016;8.3
1990021017;0
1990021018;0
1990021019;0
1990021020;0
1990021021;0
1990021022;0
1990021023;0
1990021100;0
1990021101;0
1990021102;0
1990021103;0
1990021104;0
1990021105;0
1990021106;0
1990021107;11.1
1990021108;61.1
1990021109;72.2
1990021110;72.2
1990021111;66.7
1990021112;269.4
1990021113;136.1
1990021114;163.9
1990021115;127.8
1990021116;25
1990021117;0
1990021118;0
1990021119;0
1990021120;0
1990021121;0
1990021122;0
1990021123;0
1990021200;0
1990021201;0
1990021202;0
1990021203;0
1990021204;0
1990021205;0
1990021206;0
1990021207;8.3
1990021208;19.4
1990021209;27.8
1990021210;72.2
1990021211;116.7
1990021212;275
1990021213;244.4
1990021214;213.9
1990021215;75
1990021216;5.6
1990021217;0
1990021218;0
1990021219;0
1990021220;0
1990021221;0
1990021222;0
1990021223;0
1990021300;0
1990021301;0
1990021302;0
1990021303;0
1990021304;0
1990021305;0
1990021306;0
1990021307;13.9
1990021308;58.3
1990021309;136.1
1990021310;163.9
1990021311;150
1990021312;136.1
1990021313;158.3
1990021314;150
1990021315;80.6
1990021316;13.9
1990021317;0
1990021318;0
1990021319;0
1990021320;0
1990021321;0
1990021322;0
1990021323;0
1990021400;0
1990021401;0
1990021402;0
1990021403;0
1990021404;0
1990021405;0
1990021406;0
1990021407;11.1
1990021408;44.4
1990021409;33.3
1990021410;22.2
1990021411;38.9
1990021412;50
1990021413;38.9
1990021414;19.4
1990021415;16.7
1990021416;11.1
1990021417;0
1990021418;0
1990021419;0
1990021420;0
1990021421;0
1990021422;0
1990021423;0
1990021500;0
1990021501;0
1990021502;0
1990021503;0
1990021504;0
1990021505;0
1990021506;0
1990021507;5.6
1990021508;27.8
1990021509;41.7
1990021510;63.9
1990021511;63.9
1990021512;63.9
1990021513;63.9
1990021514;44.4
1990021515;27.8
1990021516;13.9
1990021517;0
1990021518;0
1990021519;0
1990021520;0
1990021521;0
1990021522;0
1990021523;0
1990021600;0
1990021601;0
1990021602;0
1990021603;0
1990021604;0
1990021605;0
1990021606;0
1990021607;19.4
1990021608;47.2
1990021609;97.2
1990021610;127.8
1990021611;155.6
1990021612;250
1990021613;258.3
1990021614;97.2
1990021615;88.9
1990021616;11.1
1990021617;0
1990021618;0
1990021619;0
1990021620;0
1990021621;0
1990021622;0
1990021623;0
1990021700;0
1990021701;0
1990021702;0
1990021703;0
1990021704;0
1990021705;0
1990021706;0
1990021707;41.7
1990021708;125
1990021709;250
1990021710;347.2
1990021711;372.2
1990021712;366.7
1990021713;355.6
1990021714;219.4
1990021715;69.4
1990021716;11.1
1990021717;0
1990021718;0
1990021719;0
1990021720;0
1990021721;0
1990021722;0
1990021723;0
1990021800;0
1990021801;0
1990021802;0
1990021803;0
1990021804;0
1990021805;0
1990021806;0
1990021807;8.3
1990021808;30.6
1990021809;55.6
1990021810;97.2
1990021811;80.6
1990021812;100
1990021813;119.4
1990021814;52.8
1990021815;36.1
1990021816;8.3
1990021817;0
1990021818;0
1990021819;0
1990021820;0
1990021821;0
1990021822;0
1990021823;0
1990021900;0
1990021901;0
1990021902;0
1990021903;0
1990021904;0
1990021905;0
1990021906;0
1990021907;33.3
1990021908;158.3
1990021909;280.6
1990021910;372.2
1990021911;413.9
1990021912;411.1
1990021913;227.8
1990021914;197.2
1990021915;72.2
1990021916;36.1
1990021917;0
1990021918;0
1990021919;0
1990021920;0
1990021921;0
1990021922;0
1990021923;0
1990022000;0
1990022001;0
1990022002;0
1990022003;0
1990022004;0
1990022005;0
1990022006;0
1990022007;11.1
1990022008;50
1990022009;133.3
1990022010;213.9
1990022011;158.3
1990022012;252.8
1990022013;211.1
1990022014;180.6
1990022015;75
1990022016;36.1
1990022017;0
1990022018;0
1990022019;0
1990022020;0
1990022021;0
1990022022;0
1990022023;0
1990022100;0
1990022101;0
1990022102;0
1990022103;0
1990022104;0
1990022105;0
1990022106;0
1990022107;50
1990022108;133.3
1990022109;269.4
1990022110;366.7
1990022111;416.7
1990022112;391.7
1990022113;266.7
1990022114;147.2
1990022115;25
1990022116;11.1
1990022117;0
1990022118;0
1990022119;0
1990022120;0
1990022121;0
1990022122;0
1990022123;0
1990022200;0
1990022201;0
1990022202;0
1990022203;0
1990022204;0
1990022205;0
1990022206;0
1990022207;63.9
1990022208;197.2
1990022209;311.1
1990022210;405.6
1990022211;458.3
1990022212;461.1
1990022213;411.1
1990022214;316.7
1990022215;183.3
1990022216;63.9
1990022217;0
1990022218;0
1990022219;0
1990022220;0
1990022221;0
1990022222;0
1990022223;0
1990022300;0
1990022301;0
1990022302;0
1990022303;0
1990022304;0
1990022305;0
1990022306;0
1990022307;63.9
1990022308;197.2
1990022309;316.7
1990022310;388.9
1990022311;425
1990022312;422.2
1990022313;369.4
1990022314;277.8
1990022315;152.8
1990022316;47.2
1990022317;0
1990022318;0
1990022319;0
1990022320;0
1990022321;0
1990022322;0
1990022323;0
1990022400;0
1990022401;0
1990022402;0
1990022403;0
1990022404;0
1990022405;0
1990022406;0
1990022407;75
1990022408;180.6
1990022409;300
1990022410;383.3
1990022411;433.3
1990022412;413.9
1990022413;352.8
1990022414;244.4
1990022415;158.3
1990022416;55.6
1990022417;0
1990022418;0
1990022419;0
1990022420;0
1990022421;0
1990022422;0
1990022423;0
1990022500;0
1990022501;0
1990022502;0
1990022503;0
1990022504;0
1990022505;0
1990022506;0
1990022507;50
1990022508;122.2
1990022509;208.3
1990022510;286.1
1990022511;247.2
1990022512;136.1
1990022513;61.1
1990022514;75
1990022515;55.6
1990022516;5.6
1990022517;0
1990022518;0
1990022519;0
1990022520;0
1990022521;0
1990022522;0
1990022523;0
1990022600;0
1990022601;0
1990022602;0
1990022603;0
1990022604;0
1990022605;0
1990022606;0
1990022607;8.3
1990022608;16.7
1990022609;33.3
1990022610;50
1990022611;44.4
1990022612;88.9
1990022613;72.2
1990022614;66.7
1990022615;33.3
1990022616;27.8
1990022617;0
1990022618;0
1990022619;0
1990022620;0
1990022621;0
1990022622;0
1990022623;0
1990022700;0
1990022701;0
1990022702;0
1990022703;0
1990022704;0
1990022705;0
1990022706;2.8
1990022707;19.4
1990022708;50
1990022709;61.1
1990022710;66.7
1990022711;66.7
1990022712;88.9
1990022713;119.4
1990022714;175
1990022715;44.4
1990022716;8.3
1990022717;2.8
1990022718;0
1990022719;0
1990022720;0
1990022721;0
1990022722;0
1990022723;0
1990022800;0
1990022801;0
1990022802;0
1990022803;0
1990022804;0
1990022805;0
1990022806;2.8
1990022807;5.6
1990022808;30.6
1990022809;47.2
1990022810;69.4
1990022811;80.6
1990022812;94.4
1990022813;138.9
1990022814;55.6
1990022815;36.1
1990022816;8.3
1990022817;0
1990022818;0
1990022819;0
1990022820;0
1990022821;0
1990022822;0
1990022823;0
1990030100;0
1990030101;0
1990030102;0
1990030103;0
1990030104;0
1990030105;0
1990030106;0
1990030107;19.4
1990030108;52.8
1990030109;94.4
1990030110;302.8
1990030111;211.1
1990030112;158.3
1990030113;200
1990030114;113.9
1990030115;33.3
1990030116;16.7
1990030117;2.8
1990030118;0
1990030119;0
1990030120;0
1990030121;0
1990030122;0
1990030123;0
1990030200;0
1990030201;0
1990030202;0
1990030203;0
1990030204;0
1990030205;0
1990030206;5.6
1990030207;61.1
1990030208;180.6
1990030209;66.7
1990030210;138.9
1990030211;111.1
1990030212;202.8
1990030213;266.7
1990030214;197.2
1990030215;202.8
1990030216;52.8
1990030217;5.6
1990030218;0
1990030219;0
1990030220;0
1990030221;0
1990030222;0
1990030223;0
1990030300;0
1990030301;0
1990030302;0
1990030303;0
1990030304;0
1990030305;0
1990030306;0
1990030307;8.3
1990030308;19.4
1990030309;41.7
1990030310;52.8
1990030311;88.9
1990030312;50
1990030313;69.4
1990030314;91.7
1990030315;33.3
1990030316;22.2
1990030317;2.8
1990030318;0
1990030319;0
1990030320;0
1990030321;0
1990030322;0
1990030323;0
1990030400;0
1990030401;0
1990030402;0
1990030403;0
1990030404;0
1990030405;0
1990030406;2.8
1990030407;8.3
1990030408;36.1
1990030409;86.1
1990030410;125
1990030411;63.9
1990030412;63.9
1990030413;47.2
1990030414;22.2
1990030415;13.9
1990030416;8.3
1990030417;0
1990030418;0
1990030419;0
1990030420;0
1990030421;0
1990030422;0
1990030423;0
1990030500;0
1990030501;0
1990030502;0
1990030503;0
1990030504;0
1990030505;0
1990030506;2.8
1990030507;22.2
1990030508;44.4
1990030509;66.7
1990030510;105.6
1990030511;100
1990030512;75
1990030513;86.1
1990030514;61.1
1990030515;27.8
1990030516;16.7
1990030517;2.8
1990030518;0
1990030519;0
1990030520;0
1990030521;0
1990030522;0
1990030523;0
1990030600;0
1990030601;0
1990030602;0
1990030603;0
1990030604;0
1990030605;0
1990030606;0
1990030607;11.1
1990030608;16.7
1990030609;19.4
1990030610;30.6
1990030611;44.4
1990030612;69.4
1990030613;80.6
1990030614;36.1
1990030615;19.4
1990030616;11.1
1990030617;0
1990030618;0
1990030619;0
1990030620;0
1990030621;0
1990030622;0
1990030623;0
1990030700;0
1990030701;0
1990030702;0
1990030703;0
1990030704;0
1990030705;0
1990030706;0
1990030707;8.3
1990030708;16.7
1990030709;25
1990030710;44.4
1990030711;69.4
1990030712;66.7
1990030713;61.1
1990030714;88.9
1990030715;61.1
1990030716;33.3
1990030717;5.6
1990030718;0
1990030719;0
1990030720;0
1990030721;0
1990030722;0
1990030723;0
1990030800;0
1990030801;0
1990030802;0
1990030803;0
1990030804;0
1990030805;0
1990030806;2.8
1990030807;41.7
1990030808;63.9
1990030809;125
1990030810;138.9
1990030811;163.9
1990030812;213.9
1990030813;400
1990030814;280.6
1990030815;208.3
1990030816;102.8
1990030817;11.1
1990030818;0
1990030819;0
1990030820;0
1990030821;0
1990030822;0
1990030823;0
1990030900;0
1990030901;0
1990030902;0
1990030903;0
1990030904;0
1990030905;0
1990030906;5.6
1990030907;36.1
1990030908;55.6
1990030909;19.4
1990030910;16.7
1990030911;144.4
1990030912;497.2
1990030913;255.6
1990030914;102.8
1990030915;52.8
1990030916;80.6
1990030917;8.3
1990030918;0
1990030919;0
1990030920;0
1990030921;0
1990030922;0
1990030923;0
1990031000;0
1990031001;0
1990031002;0
1990031003;0
1990031004;0
1990031005;0
1990031006;5.6
1990031007;41.7
1990031008;52.8
1990031009;69.4
1990031010;47.2
1990031011;41.7
1990031012;25
1990031013;13.9
1990031014;19.4
1990031015;13.9
1990031016;11.1
1990031017;2.8
1990031018;0
1990031019;0
1990031020;0
1990031021;0
1990031022;0
1990031023;0
1990031100;0
1990031101;0
1990031102;0
1990031103;0
1990031104;0
1990031105;0
1990031106;2.8
1990031107;22.2
1990031108;238.9
1990031109;411.1
1990031110;505.6
1990031111;550
1990031112;541.7
1990031113;502.8
1990031114;355.6
1990031115;191.7
1990031116;88.9
1990031117;13.9
1990031118;0
1990031119;0
1990031120;0
1990031121;0
1990031122;0
1990031123;0
1990031200;0
1990031201;0
1990031202;0
1990031203;0
1990031204;0
1990031205;0
1990031206;11.1
1990031207;105.6
1990031208;236.1
1990031209;361.1
1990031210;455.6
1990031211;472.2
1990031212;561.1
1990031213;475
1990031214;261.1
1990031215;194.4
1990031216;88.9
1990031217;22.2
1990031218;0
1990031219;0
1990031220;0
1990031221;0
1990031222;0
1990031223;0
1990031300;0
1990031301;0
1990031302;0
1990031303;0
1990031304;0
1990031305;0
1990031306;19.4
1990031307;150
1990031308;300
1990031309;450
1990031310;533.3
1990031311;561.1
1990031312;544.4
1990031313;327.8
1990031314;247.2
1990031315;188.9
1990031316;116.7
1990031317;22.2
1990031318;0
1990031319;0
1990031320;0
1990031321;0
1990031322;0
1990031323;0
1990031400;0
1990031401;0
1990031402;0
1990031403;0
1990031404;0
1990031405;0
1990031406;2.8
1990031407;19.4
1990031408;41.7
1990031409;147.2
1990031410;438.9
1990031411;375
1990031412;386.1
1990031413;325
1990031414;255.6
1990031415;175
1990031416;91.7
1990031417;25
1990031418;0
1990031419;0
1990031420;0
1990031421;0
1990031422;0
1990031423;0
1990031500;0
1990031501;0
1990031502;0
1990031503;0
1990031504;0
1990031505;0
1990031506;30.6
1990031507;125
1990031508;261.1
1990031509;400
1990031510;497.2
1990031511;544.4
1990031512;538.9
1990031513;497.2
1990031514;405.6
1990031515;272.2
1990031516;136.1
1990031517;27.8
1990031518;0
1990031519;0
1990031520;0
1990031521;0
1990031522;0
1990031523;0
1990031600;0
1990031601;0
1990031602;0
1990031603;0
1990031604;0
1990031605;0
1990031606;44.4
1990031607;172.2
1990031608;311.1
1990031609;436.1
1990031610;538.9
1990031611;594.4
1990031612;594.4
1990031613;533.3
1990031614;433.3
1990031615;300
1990031616;150
1990031617;33.3
1990031618;0
1990031619;0
1990031620;0
1990031621;0
1990031622;0
1990031623;0
1990031700;0
1990031701;0
1990031702;0
1990031703;0
1990031704;0
1990031705;0
1990031706;41.7
1990031707;169.4
1990031708;322.2
1990031709;461.1
1990031710;563.9
1990031711;616.7
1990031712;613.9
1990031713;563.9
1990031714;461.1
1990031715;325
1990031716;169.4
1990031717;38.9
1990031718;0
1990031719;0
1990031720;0
1990031721;0
1990031722;0
1990031723;0
1990031800;0
1990031801;0
1990031802;0
1990031803;0
1990031804;0
1990031805;0
1990031806;44.4
1990031807;180.6
1990031808;333.3
1990031809;463.9
1990031810;563.9
1990031811;605.6
1990031812;597.2
1990031813;541.7
1990031814;438.9
1990031815;308.3
1990031816;155.6
1990031817;38.9
1990031818;0
1990031819;0
1990031820;0
1990031821;0
1990031822;0
1990031823;0
1990031900;0
1990031901;0
1990031902;0
1990031903;0
1990031904;0
1990031905;0
1990031906;41.7
1990031907;166.7
1990031908;327.8
1990031909;402.8
1990031910;500
1990031911;544.4
1990031912;533.3
1990031913;463.9
1990031914;375
1990031915;197.2
1990031916;52.8
1990031917;11.1
1990031918;0
1990031919;0
1990031920;0
1990031921;0
1990031922;0
1990031923;0
1990032000;0
1990032001;0
1990032002;0
1990032003;0
1990032004;0
1990032005;0
1990032006;2.8
1990032007;13.9
1990032008;33.3
1990032009;91.7
1990032010;230.6
1990032011;238.9
1990032012;241.7
1990032013;297.2
1990032014;191.7
1990032015;169.4
1990032016;88.9
1990032017;22.2
1990032018;0
1990032019;0
1990032020;0
1990032021;0
1990032022;0
1990032023;0
1990032100;0
1990032101;0
1990032102;0
1990032103;0
1990032104;0
1990032105;0
1990032106;11.1
1990032107;30.6
1990032108;58.3
1990032109;86.1
1990032110;163.9
1990032111;127.8
1990032112;166.7
1990032113;91.7
1990032114;75
1990032115;125
1990032116;63.9
1990032117;5.6
1990032118;0
1990032119;0
1990032120;0
1990032121;0
1990032122;0
1990032123;0
1990032200;0
1990032201;0
1990032202;0
1990032203;0
1990032204;0
1990032205;0
1990032206;5.6
1990032207;19.4
1990032208;27.8
1990032209;66.7
1990032210;50
1990032211;55.6
1990032212;47.2
1990032213;66.7
1990032214;75
1990032215;27.8
1990032216;27.8
1990032217;13.9
1990032218;0
1990032219;0
1990032220;0
1990032221;0
1990032222;0
1990032223;0
1990032300;0
1990032301;0
1990032302;0
1990032303;0
1990032304;0
1990032305;0
1990032306;36.1
1990032307;86.1
1990032308;230.6
1990032309;400
1990032310;480.6
1990032311;344.4
1990032312;316.7
1990032313;269.4
1990032314;272.2
1990032315;213.9
1990032316;147.2
1990032317;47.2
1990032318;0
1990032319;0
1990032320;0
1990032321;0
1990032322;0
1990032323;0
1990032400;0
1990032401;0
1990032402;0
1990032403;0
1990032404;0
1990032405;0
1990032406;13.9
1990032407;36.1
1990032408;61.1
1990032409;72.2
1990032410;83.3
1990032411;108.3
1990032412;108.3
1990032413;94.4
1990032414;52.8
1990032415;30.6
1990032416;13.9
1990032417;8.3
1990032418;0
1990032419;0
1990032420;0
1990032421;0
1990032422;0
1990032423;0
1990032500;0
1990032501;0
1990032502;0
1990032503;0
1990032504;0
1990032505;0
1990032506;22.2
1990032507;58.3
1990032508;111.1
1990032509;236.1
1990032510;66.7
1990032511;36.1
1990032512;163.9
1990032513;163.9
1990032514;69.4
1990032515;38.9
1990032516;36.1
1990032517;16.7
1990032518;0
1990032519;0
1990032520;0
1990032521;0
1990032522;0
1990032523;0
1990032600;0
1990032601;0
1990032602;0
1990032603;0
1990032604;0
1990032605;0
1990032606;19.4
1990032607;38.9
1990032608;38.9
1990032609;52.8
1990032610;111.1
1990032611;280.6
1990032612;263.9
1990032613;600
1990032614;313.9
1990032615;241.7
1990032616;144.4
1990032617;66.7
1990032618;0
1990032619;0
1990032620;0
1990032621;0
1990032622;0
1990032623;0
1990032700;0
1990032701;0
1990032702;0
1990032703;0
1990032704;0
1990032705;0
1990032706;61.1
1990032707;219.4
1990032708;386.1
1990032709;355.6
1990032710;491.7
1990032711;261.1
1990032712;311.1
1990032713;205.6
1990032714;122.2
1990032715;238.9
1990032716;125
1990032717;61.1
1990032718;0
1990032719;0
1990032720;0
1990032721;0
1990032722;0
1990032723;0
1990032800;0
1990032801;0
1990032802;0
1990032803;0
1990032804;0
1990032805;0
1990032806;41.7
1990032807;219.4
1990032808;288.9
1990032809;386.1
1990032810;455.6
1990032811;352.8
1990032812;161.1
1990032813;94.4
1990032814;86.1
1990032815;36.1
1990032816;22.2
1990032817;8.3
1990032818;0
1990032819;0
1990032820;0
1990032821;0
1990032822;0
1990032823;0
1990032900;0
1990032901;0
1990032902;0
1990032903;0
1990032904;0
1990032905;2.8
1990032906;19.4
1990032907;52.8
1990032908;122.2
1990032909;136.1
1990032910;180.6
1990032911;263.9
1990032912;313.9
1990032913;402.8
1990032914;438.9
1990032915;291.7
1990032916;122.2
1990032917;50
1990032918;5.6
1990032919;0
1990032920;0
1990032921;0
1990032922;0
1990032923;0
1990033000;0
1990033001;0
1990033002;0
1990033003;0
1990033004;0
1990033005;5.6
1990033006;88.9
1990033007;172.2
1990033008;269.4
1990033009;469.4
1990033010;461.1
1990033011;633.3
1990033012;641.7
1990033013;525
1990033014;380.6
1990033015;352.8
1990033016;166.7
1990033017;55.6
1990033018;8.3
1990033019;0
1990033020;0
1990033021;0
1990033022;0
1990033023;0
1990033100;0
1990033101;0
1990033102;0
1990033103;0
1990033104;0
1990033105;8.3
1990033106;86.1
1990033107;233.3
1990033108;416.7
1990033109;447.2
1990033110;647.2
1990033111;688.9
1990033112;680.6
1990033113;638.9
1990033114;547.2
1990033115;419.4
1990033116;258.3
1990033117;97.2
1990033118;8.3
1990033119;0
1990033120;0
1990033121;0
1990033122;0
1990033123;0
1990040100;0
1990040101;0
1990040102;0
1990040103;0
1990040104;0
1990040105;8.3
1990040106;102.8
1990040107;258.3
1990040108;413.9
1990040109;547.2
1990040110;636.1
1990040111;686.1
1990040112;683.3
1990040113;641.7
1990040114;533.3
1990040115;394.4
1990040116;238.9
1990040117;86.1
1990040118;8.3
1990040119;0
1990040120;0
1990040121;0
1990040122;0
1990040123;0
1990040200;0
1990040201;0
1990040202;0
1990040203;0
1990040204;0
1990040205;8.3
1990040206;94.4
1990040207;247.2
1990040208;400
1990040209;530.6
1990040210;611.1
1990040211;652.8
1990040212;650
1990040213;600
1990040214;452.8
1990040215;205.6
1990040216;241.7
1990040217;102.8
1990040218;5.6
1990040219;0
1990040220;0
1990040221;0
1990040222;0
1990040223;0
1990040300;0
1990040301;0
1990040302;0
1990040303;0
1990040304;0
1990040305;8.3
1990040306;33.3
1990040307;27.8
1990040308;22.2
1990040309;77.8
1990040310;136.1
1990040311;166.7
1990040312;102.8
1990040313;102.8
1990040314;41.7
1990040315;125
1990040316;91.7
1990040317;55.6
1990040318;11.1
1990040319;0
1990040320;0
1990040321;0
1990040322;0
1990040323;0
1990040400;0
1990040401;0
1990040402;0
1990040403;0
1990040404;0
1990040405;11.1
1990040406;91.7
1990040407;116.7
1990040408;227.8
1990040409;400
1990040410;283.3
1990040411;183.3
1990040412;294.4
1990040413;480.6
1990040414;361.1
1990040415;336.1
1990040416;163.9
1990040417;105.6
1990040418;13.9
1990040419;0
1990040420;0
1990040421;0
1990040422;0
1990040423;0
1990040500;0
1990040501;0
1990040502;0
1990040503;0
1990040504;0
1990040505;13.9
1990040506;113.9
1990040507;277.8
1990040508;483.3
1990040509;536.1
1990040510;608.3
1990040511;800
1990040512;816.7
1990040513;744.4
1990040514;641.7
1990040515;486.1
1990040516;333.3
1990040517;130.6
1990040518;13.9
1990040519;0
1990040520;0
1990040521;0
1990040522;0
1990040523;0
1990040600;0
1990040601;0
1990040602;0
1990040603;0
1990040604;0
1990040605;13.9
1990040606;77.8
1990040607;261.1
1990040608;425
1990040609;555.6
